name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1253549100.48,30.9.2014,2014-09-30,2014,9,30,273,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-30
DPH,234480303025.06,15.10.2014,2014-10-15,2014,10,15,288,DPH,2014 DPH,2000-10-15
DPPO,103978472466.28,15.10.2014,2014-10-15,2014,10,15,288,DPPO,2014 DPPO,2000-10-15
DPFO závislá činnost,101930236846.74,15.10.2014,2014-10-15,2014,10,15,288,DPFO závislá činnost,2014 DPFO závislá činnost,2000-10-15
DPFO zvláštní sazba,11983183789.71,15.10.2014,2014-10-15,2014,10,15,288,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-10-15
DPFO podávajících přiznání,1182464121.89,15.10.2014,2014-10-15,2014,10,15,288,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-10-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1278649473.63,15.10.2014,2014-10-15,2014,10,15,288,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-15
DPH,273686326919.49,31.10.2014,2014-10-31,2014,10,31,304,DPH,2014 DPH,2000-10-31
DPPO,104720151038.43,31.10.2014,2014-10-31,2014,10,31,304,DPPO,2014 DPPO,2000-10-31
DPFO závislá činnost,106010893455.13,31.10.2014,2014-10-31,2014,10,31,304,DPFO závislá činnost,2014 DPFO závislá činnost,2000-10-31
DPFO zvláštní sazba,12542973274.94,31.10.2014,2014-10-31,2014,10,31,304,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-10-31
DPFO podávajících přiznání,1153586314.07,31.10.2014,2014-10-31,2014,10,31,304,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-10-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1700991896.33,31.10.2014,2014-10-31,2014,10,31,304,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-31
DPH,272407915193.64,14.11.2014,2014-11-14,2014,11,14,318,DPH,2014 DPH,2000-11-14
DPPO,105049463038.6,14.11.2014,2014-11-14,2014,11,14,318,DPPO,2014 DPPO,2000-11-14
DPFO závislá činnost,112679519417.72,14.11.2014,2014-11-14,2014,11,14,318,DPFO závislá činnost,2014 DPFO závislá činnost,2000-11-14
DPFO zvláštní sazba,13008508195.19,14.11.2014,2014-11-14,2014,11,14,318,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-11-14
DPFO podávajících přiznání,861880310.98,14.11.2014,2014-11-14,2014,11,14,318,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-11-14
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1702615060.47,14.11.2014,2014-11-14,2014,11,14,318,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-14
DPH,298414952877.18,28.11.2014,2014-11-28,2014,11,28,332,DPH,2014 DPH,2000-11-28
DPPO,105464690215.44,28.11.2014,2014-11-28,2014,11,28,332,DPPO,2014 DPPO,2000-11-28
DPFO závislá činnost,117133643175.17,28.11.2014,2014-11-28,2014,11,28,332,DPFO závislá činnost,2014 DPFO závislá činnost,2000-11-28
DPFO zvláštní sazba,13474413986.29,28.11.2014,2014-11-28,2014,11,28,332,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-11-28
DPFO podávajících přiznání,394138645.1,28.11.2014,2014-11-28,2014,11,28,332,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-11-28
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1706212777.65,28.11.2014,2014-11-28,2014,11,28,332,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-28
DPH,297267661174.49,15.12.2014,2014-12-15,2014,12,15,349,DPH,2014 DPH,2000-12-15
DPPO,128494983218.45,15.12.2014,2014-12-15,2014,12,15,349,DPPO,2014 DPPO,2000-12-15
DPFO závislá činnost,125661888653.01,15.12.2014,2014-12-15,2014,12,15,349,DPFO závislá činnost,2014 DPFO závislá činnost,2000-12-15
DPFO zvláštní sazba,14067467861.9,15.12.2014,2014-12-15,2014,12,15,349,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-12-15
DPFO podávajících přiznání,1008901591.12,15.12.2014,2014-12-15,2014,12,15,349,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-12-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1708511478.87,15.12.2014,2014-12-15,2014,12,15,349,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-15
DPH,322879341841.28,31.12.2014,2014-12-31,2014,12,31,365,DPH,2014 DPH,2000-12-31
DPPO,132404475305.64,31.12.2014,2014-12-31,2014,12,31,365,DPPO,2014 DPPO,2000-12-31
DPFO závislá činnost,130866713127.62,31.12.2014,2014-12-31,2014,12,31,365,DPFO závislá činnost,2014 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,14803537576.82,31.12.2014,2014-12-31,2014,12,31,365,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,1128075815.23,31.12.2014,2014-12-31,2014,12,31,365,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-12-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1712618636.06,31.12.2014,2014-12-31,2014,12,31,365,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-31
DPH,1944913437.2,17.1.2013,2013-01-17,2013,1,17,17,DPH,2013 DPH,2000-01-17
DPPO,649340869.8,17.1.2013,2013-01-17,2013,1,17,17,DPPO,2013 DPPO,2000-01-17
DPFO závislá činnost,9959679593.27,17.1.2013,2013-01-17,2013,1,17,17,DPFO závislá činnost,2013 DPFO závislá činnost,2000-01-17
DPFO zvláštní sazba,494170390.79,17.1.2013,2013-01-17,2013,1,17,17,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-01-17
DPFO podávajících přiznání,85317243.87,17.1.2013,2013-01-17,2013,1,17,17,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-01-17
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,42674,17.1.2013,2013-01-17,2013,1,17,17,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-17
DPH,48156752584.59,31.1.2013,2013-01-31,2013,1,31,31,DPH,2013 DPH,2000-01-31
DPPO,973867270.7,31.1.2013,2013-01-31,2013,1,31,31,DPPO,2013 DPPO,2000-01-31
DPFO závislá činnost,13472981343.21,31.1.2013,2013-01-31,2013,1,31,31,DPFO závislá činnost,2013 DPFO závislá činnost,2000-01-31
DPFO zvláštní sazba,2311330100.81,31.1.2013,2013-01-31,2013,1,31,31,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-01-31
DPFO podávajících přiznání,180819012.77,31.1.2013,2013-01-31,2013,1,31,31,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-01-31
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,97468210,31.1.2013,2013-01-31,2013,1,31,31,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-31
DPH,48725530724.28,15.2.2013,2013-02-15,2013,2,15,46,DPH,2013 DPH,2000-02-15
DPPO,1461511410.67,15.2.2013,2013-02-15,2013,2,15,46,DPPO,2013 DPPO,2000-02-15
DPFO závislá činnost,19790996470.88,15.2.2013,2013-02-15,2013,2,15,46,DPFO závislá činnost,2013 DPFO závislá činnost,2000-02-15
DPFO zvláštní sazba,2710200549.88,15.2.2013,2013-02-15,2013,2,15,46,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-02-15
DPFO podávajících přiznání,280343993.35,15.2.2013,2013-02-15,2013,2,15,46,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-02-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,102562174,15.2.2013,2013-02-15,2013,2,15,46,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-15
DPH,54982981162.5,28.2.2013,2013-02-28,2013,2,28,59,DPH,2013 DPH,2000-02-28
DPPO,1661985799.58,28.2.2013,2013-02-28,2013,2,28,59,DPPO,2013 DPPO,2000-02-28
DPFO závislá činnost,23569448061.7,28.2.2013,2013-02-28,2013,2,28,59,DPFO závislá činnost,2013 DPFO závislá činnost,2000-02-28
DPFO zvláštní sazba,3047347991.91,28.2.2013,2013-02-28,2013,2,28,59,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-02-28
DPFO podávajících přiznání,462734770.93,28.2.2013,2013-02-28,2013,2,28,59,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-02-28
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,535407782,28.2.2013,2013-02-28,2013,2,28,59,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-28
DPH,55114149625.86,15.3.2013,2013-03-15,2013,3,15,74,DPH,2013 DPH,2000-03-15
DPPO,24212425788.43,15.3.2013,2013-03-15,2013,3,15,74,DPPO,2013 DPPO,2000-03-15
DPFO závislá činnost,28489331625.72,15.3.2013,2013-03-15,2013,3,15,74,DPFO závislá činnost,2013 DPFO závislá činnost,2000-03-15
DPFO zvláštní sazba,3398724392.29,15.3.2013,2013-03-15,2013,3,15,74,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-03-15
DPFO podávajících přiznání,1866895089.41,15.3.2013,2013-03-15,2013,3,15,74,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-03-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,568505239,15.3.2013,2013-03-15,2013,3,15,74,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-15
DPH,73340404450.75,29.3.2013,2013-03-29,2013,3,29,88,DPH,2013 DPH,2000-03-29
DPPO,28281145470.45,29.3.2013,2013-03-29,2013,3,29,88,DPPO,2013 DPPO,2000-03-29
DPFO závislá činnost,31346896220.72,29.3.2013,2013-03-29,2013,3,29,88,DPFO závislá činnost,2013 DPFO závislá činnost,2000-03-29
DPFO zvláštní sazba,3805103576.92,29.3.2013,2013-03-29,2013,3,29,88,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-03-29
DPFO podávajících přiznání,4385469130.57,29.3.2013,2013-03-29,2013,3,29,88,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-03-29
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,569955981,29.3.2013,2013-03-29,2013,3,29,88,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-29
DPH,73324658803.04,15.4.2013,2013-04-15,2013,4,15,105,DPH,2013 DPH,2000-04-15
DPPO,29642072227.71,15.4.2013,2013-04-15,2013,4,15,105,DPPO,2013 DPPO,2000-04-15
DPFO závislá činnost,35289880892.84,15.4.2013,2013-04-15,2013,4,15,105,DPFO závislá činnost,2013 DPFO závislá činnost,2000-04-15
DPFO zvláštní sazba,4157317330.14,15.4.2013,2013-04-15,2013,4,15,105,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-04-15
DPFO podávajících přiznání,4183824735.13,15.4.2013,2013-04-15,2013,4,15,105,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-04-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,574012715.78,15.4.2013,2013-04-15,2013,4,15,105,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-15
DPH,104459409327.05,30.4.2013,2013-04-30,2013,4,30,120,DPH,2013 DPH,2000-04-30
DPPO,29303158125.38,30.4.2013,2013-04-30,2013,4,30,120,DPPO,2013 DPPO,2000-04-30
DPFO závislá činnost,37828755223.28,30.4.2013,2013-04-30,2013,4,30,120,DPFO závislá činnost,2013 DPFO závislá činnost,2000-04-30
DPFO zvláštní sazba,4753472428.2,30.4.2013,2013-04-30,2013,4,30,120,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-04-30
DPFO podávajících přiznání,-4677965343.8,30.4.2013,2013-04-30,2013,4,30,120,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-04-30
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1234976198.78,30.4.2013,2013-04-30,2013,4,30,120,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-30
DPH,105069014474.74,15.5.2013,2013-05-15,2013,5,15,135,DPH,2013 DPH,2000-05-15
DPPO,29473658262,15.5.2013,2013-05-15,2013,5,15,135,DPPO,2013 DPPO,2000-05-15
DPFO závislá činnost,44133962378.97,15.5.2013,2013-05-15,2013,5,15,135,DPFO závislá činnost,2013 DPFO závislá činnost,2000-05-15
DPFO zvláštní sazba,5087031860.16,15.5.2013,2013-05-15,2013,5,15,135,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-05-15
DPFO podávajících přiznání,-5573575163.89,15.5.2013,2013-05-15,2013,5,15,135,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-05-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1245517425.02,15.5.2013,2013-05-15,2013,5,15,135,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-15
DPH,124856726013.84,31.5.2013,2013-05-31,2013,5,31,151,DPH,2013 DPH,2000-05-31
DPPO,30029106824.58,31.5.2013,2013-05-31,2013,5,31,151,DPPO,2013 DPPO,2000-05-31
DPFO závislá činnost,48046340289.28,31.5.2013,2013-05-31,2013,5,31,151,DPFO závislá činnost,2013 DPFO závislá činnost,2000-05-31
DPFO zvláštní sazba,5614380179.35,31.5.2013,2013-05-31,2013,5,31,151,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-05-31
DPFO podávajících přiznání,-5519098801.11,31.5.2013,2013-05-31,2013,5,31,151,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-05-31
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1258650796,31.5.2013,2013-05-31,2013,5,31,151,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-31
DPH,124503385342.21,14.6.2013,2013-06-14,2013,6,14,165,DPH,2013 DPH,2000-06-14
DPPO,43087685214.23,14.6.2013,2013-06-14,2013,6,14,165,DPPO,2013 DPPO,2000-06-14
DPFO závislá činnost,54567826620.81,14.6.2013,2013-06-14,2013,6,14,165,DPFO závislá činnost,2013 DPFO závislá činnost,2000-06-14
DPFO zvláštní sazba,6013728372.6,14.6.2013,2013-06-14,2013,6,14,165,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-06-14
DPFO podávajících přiznání,-4098973686.1,14.6.2013,2013-06-14,2013,6,14,165,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-06-14
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1269634872.45,14.6.2013,2013-06-14,2013,6,14,165,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-14
DPH,146087437579.19,28.6.2013,2013-06-28,2013,6,28,179,DPH,2013 DPH,2000-06-28
DPPO,66228112158.48,28.6.2013,2013-06-28,2013,6,28,179,DPPO,2013 DPPO,2000-06-28
DPFO závislá činnost,59051880232.23,28.6.2013,2013-06-28,2013,6,28,179,DPFO závislá činnost,2013 DPFO závislá činnost,2000-06-28
DPFO zvláštní sazba,6529985056.7,28.6.2013,2013-06-28,2013,6,28,179,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-06-28
DPFO podávajících přiznání,-2105540342.46,28.6.2013,2013-06-28,2013,6,28,179,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-06-28
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1074598822.45,28.6.2013,2013-06-28,2013,6,28,179,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-28
DPH,146232549700.97,15.7.2013,2013-07-15,2013,7,15,196,DPH,2013 DPH,2000-07-15
DPPO,75406159839.07,15.7.2013,2013-07-15,2013,7,15,196,DPPO,2013 DPPO,2000-07-15
DPFO závislá činnost,65760226049.81,15.7.2013,2013-07-15,2013,7,15,196,DPFO závislá činnost,2013 DPFO závislá činnost,2000-07-15
DPFO zvláštní sazba,7021157690.82,15.7.2013,2013-07-15,2013,7,15,196,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-07-15
DPFO podávajících přiznání,-904296196.95,15.7.2013,2013-07-15,2013,7,15,196,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-07-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1079393509.45,15.7.2013,2013-07-15,2013,7,15,196,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-15
DPH,177978579193.75,31.7.2013,2013-07-31,2013,7,31,212,DPH,2013 DPH,2000-07-31
DPPO,68625695441,31.7.2013,2013-07-31,2013,7,31,212,DPPO,2013 DPPO,2000-07-31
DPFO závislá činnost,69942875954.25,31.7.2013,2013-07-31,2013,7,31,212,DPFO závislá činnost,2013 DPFO závislá činnost,2000-07-31
DPFO zvláštní sazba,7723163255.3,31.7.2013,2013-07-31,2013,7,31,212,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-07-31
DPFO podávajících přiznání,-1277181337.01,31.7.2013,2013-07-31,2013,7,31,212,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-07-31
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1649013695.45,31.7.2013,2013-07-31,2013,7,31,212,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-31
DPH,178157610676.53,15.8.2013,2013-08-15,2013,8,15,227,DPH,2013 DPH,2000-08-15
DPPO,67921876208.42,15.8.2013,2013-08-15,2013,8,15,227,DPPO,2013 DPPO,2000-08-15
DPFO závislá činnost,76963128441.86,15.8.2013,2013-08-15,2013,8,15,227,DPFO závislá činnost,2013 DPFO závislá činnost,2000-08-15
DPFO zvláštní sazba,8100366331.91,15.8.2013,2013-08-15,2013,8,15,227,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-08-15
DPFO podávajících přiznání,-1240625864.86,15.8.2013,2013-08-15,2013,8,15,227,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-08-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1656530876.33,15.8.2013,2013-08-15,2013,8,15,227,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-15
DPH,198772550570.56,30.8.2013,2013-08-30,2013,8,30,242,DPH,2013 DPH,2000-08-30
DPPO,67712809234.49,30.8.2013,2013-08-30,2013,8,30,242,DPPO,2013 DPPO,2000-08-30
DPFO závislá činnost,80974488466.44,30.8.2013,2013-08-30,2013,8,30,242,DPFO závislá činnost,2013 DPFO závislá činnost,2000-08-30
DPFO zvláštní sazba,8627469616.13,30.8.2013,2013-08-30,2013,8,30,242,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-08-30
DPFO podávajících přiznání,-1163694086.55,30.8.2013,2013-08-30,2013,8,30,242,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-08-30
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1662439893,30.8.2013,2013-08-30,2013,8,30,242,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-30
DPH,198529149910.32,13.9.2013,2013-09-13,2013,9,13,256,DPH,2013 DPH,2000-09-13
DPPO,81350519098.07,13.9.2013,2013-09-13,2013,9,13,256,DPPO,2013 DPPO,2000-09-13
DPFO závislá činnost,86924056709.9,13.9.2013,2013-09-13,2013,9,13,256,DPFO závislá činnost,2013 DPFO závislá činnost,2000-09-13
DPFO zvláštní sazba,9267998725.08,13.9.2013,2013-09-13,2013,9,13,256,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-09-13
DPFO podávajících přiznání,-429811817.6,13.9.2013,2013-09-13,2013,9,13,256,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-09-13
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1548613950,13.9.2013,2013-09-13,2013,9,13,256,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-13
DPH,221623237353.14,30.9.2013,2013-09-30,2013,9,30,273,DPH,2013 DPH,2000-09-30
DPPO,95252321997.63,30.9.2013,2013-09-30,2013,9,30,273,DPPO,2013 DPPO,2000-09-30
DPFO závislá činnost,91307556412.95,30.9.2013,2013-09-30,2013,9,30,273,DPFO závislá činnost,2013 DPFO závislá činnost,2000-09-30
DPFO zvláštní sazba,9905670267.97,30.9.2013,2013-09-30,2013,9,30,273,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-09-30
DPFO podávajících přiznání,78538697.73,30.9.2013,2013-09-30,2013,9,30,273,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-09-30
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1548442797.26,30.9.2013,2013-09-30,2013,9,30,273,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-30
DPH,221777518274.88,15.10.2013,2013-10-15,2013,10,15,288,DPH,2013 DPH,2000-10-15
DPPO,95609299839.58,15.10.2013,2013-10-15,2013,10,15,288,DPPO,2013 DPPO,2000-10-15
DPFO závislá činnost,97775842708.69,15.10.2013,2013-10-15,2013,10,15,288,DPFO závislá činnost,2013 DPFO závislá činnost,2000-10-15
DPFO zvláštní sazba,10328357234.1,15.10.2013,2013-10-15,2013,10,15,288,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-10-15
DPFO podávajících přiznání,195432887.14,15.10.2013,2013-10-15,2013,10,15,288,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-10-15
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1552286888.26,15.10.2013,2013-10-15,2013,10,15,288,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-15
DPH,256186278950.81,31.10.2013,2013-10-31,2013,10,31,304,DPH,2013 DPH,2000-10-31
DPPO,95694998749.49,31.10.2013,2013-10-31,2013,10,31,304,DPPO,2013 DPPO,2000-10-31
DPFO závislá činnost,101720902842.38,31.10.2013,2013-10-31,2013,10,31,304,DPFO závislá činnost,2013 DPFO závislá činnost,2000-10-31
DPFO zvláštní sazba,10960766569.29,31.10.2013,2013-10-31,2013,10,31,304,DPFO zvláštní sazba,2013 DPFO zvláštní sazba,2000-10-31
DPFO podávajících přiznání,362051522.36,31.10.2013,2013-10-31,2013,10,31,304,DPFO podávajících přiznání,2013 DPFO podávajících přiznání,2000-10-31
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2044614994.25,31.10.2013,2013-10-31,2013,10,31,304,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2013 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-31
DPH,256455710777.38,15.11.2013,2013-11-15,2013,11,15,319,DPH,2013 DPH,2000-11-15
